S.No,Name,Short Name,Branch Name,City/Area,Email,TIN No,NIC No,VAT No,Business Registration No,SMS Phone,Currency,Sales Type,Payment Terms,DOB,Discount,Credit Limit,Address,Salesman,Location,Tax Group,Sales Discount Account,Receivable Account,Prompt Payment Discount,Credit Allowed,Credit Status,Status,General Notes,Sales Group,Relationship Manager
430,Royal Green Garden ,0718781825,Royal Green Garden ,Puttalam,,,,,,0718781825,LKR,Retail,COD-IML,01/01/2025,0,0,"2nd mile Post, Kurunegala RD, Puttalam.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
431,Coco village Hotel,0773397092,Coco village Hotel,Puttalam,,,,,,0773397092,LKR,Retail,COD-IML,15/12/2025,0,0,"Isabel Estate, Weeralanda, Kumarakattuwa, Chilaw.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
432,Lakwin Guest House,0716620065,Lakwin Guest House,Puttalam,,,,,,0716620065,LKR,Retail,Bank Transfer,15/12/2025,0,0,"Thibiriwewa, Pahalamaragahawewa ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
433,Sankara Resort(Pvt)Ltd,0770567072,Sankara Resort,Rathnapura,,,,,-,0770567072,LKR,Retail,COD-IML,0000-00-00,0,0,"Marapana, Rathnapura, 70041.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
434,Honey Bee Resort ,0779798922,Honey Bee Resort ,Rathnapura,,,,,,0779798922,LKR,Retail,COD-IML,02/04/2025,0,0,"Meddegama Junction, Godakawela.
",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
435,Kentara Food and Agro,0770715000,Kentara Food and Agro,Rathnapura,,,,,,0770715000,LKR,Retail,Bank Transfer,15/05/2025,0,0,"Kentara Food and Agro Pack, Rathnpuara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
436,Kethumathi Hotel And Benquet,0703638678,Kethumathi Hotel And Benquet,Rathnapura,,,,,,0703638678,LKR,Retail,COD-IML,30/05/2025,0,0,"New Town, Rathnapura, ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
437,Danagala Holiday Villas,0779293488,Danagala Holiday Villas,Rathnapura,,,,,,0779293488,LKR,Retail,COD-IML,07/01/2026,0,0,"Danagala, Dammulla, Karandana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
438,Nagala Bungalow ,0768304310,Nagala Bungalow ,Riverston,,,,,,0768304310,LKR,Retail,COD-IML,19/11/2024,0,0,"Meezan Hardware 392, Main Street, Matale. ",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
439,River Edge Bungalow,0777889637,River Edge Bungalow,Riverston,,,,,,0777889637,LKR,Retail,COD-IML,06/12/2024,0,0,"River Edge Bungalow, Warapitiya Rd, Katudeniya, Matale.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
440,Camellie Resort & Spa,0665706704,Camellie Resort & Spa,Sigiriya,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,Audangawa  Kimbissa Sigiriya.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
441,Organic Garden Resort,0767910572,Organic Garden Resort,Sigiriya,,,,,,0767910572,LKR,Retail,COD-IML,22/11/2024,0,0,"Organic Garden Hotel, Audangawa, Kimbissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
442,Ehalagala Lake Resort,0718366814,Ehelagala Lake Resort,Sigiriya,,,,,,0718366814,LKR,Retail,COD-IML,02/12/2024,0,0,"59/B, Talkote RD, Ehelagala, Sigiriya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
443,The Cattleya Guest House,0767700235,The Cattleya Guest House,Sigiriya,,,,,,0767700235,LKR,Retail,Bank Transfer,04/07/2025,0,0,"No. 70/1, Kalapuraya, Sigiriya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
444,Ela Addara Green villa Hotel ,0775618340,Ala Addara Green villa Hotel ,Sigiriya,,,,,,0775618340,LKR,Retail,COD-IML,04/08/2025,0,0,"No75/B Rangirigama, Potana, Kimbissa, Sigiriya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
445,Castle Palace,CM0010,Castle Palace,Teldeniya,,,,,-,0719530547,LKR,Retail,COD-IML,0000-00-00,0,0,94/4  Aluthwelagama Teldeniya.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
446,Anama by Queens Mount,CM0002,Anama by Queens Mount,Thangalle,,,,,-,0778517896,LKR,Retail,COD-IML,0000-00-00,0,0,"No 2, Medaketiya Road, Tangalle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
447,Aris Vella Thangalle,0785318981,Aris Vella Thangalle,Thangalle,,,,,,0785318981,LKR,Retail,15 Days,04/01/2025,0,0,"No. 49, Medaketiya, Thangalle.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
448,Motel Vintage,0777733598,Motel Vintage,Thangalle,,,,,,0777733598,LKR,Retail,COD-IML,31/03/2025,0,0,"Mangala Road, Beliatta.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
449,Heavenley Hideaway,0717762817,Heavenley Hideaway,Thangalle,,,,,,0717762817,LKR,Retail,COD-IML,19/10/2025,0,0,"Crystal Lane, Illuk athura, Koratuwa, Marakolliya, Tangalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
450,Palmera Eco Resort,0711985730,Palmera Eco Resort,Trincomalee,,,,,,0711985730,LKR,Retail,Bank Transfer,27/12/2024,0,0,"No 824D, Gopalapuram, Nilaveli, Trincomalee",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,1,Good History,Active,,Hospitality - Retail,
451,Hotel Barramundi,0714636934,Hotel Barramundi,Trincomalee,,,,,,0714636934,LKR,Retail,COD-IML,16/06/2025,0,0,"Sethawadiya road, Kandakuliya kudawa, Kandakuliya, Kalpitiya",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
452,Elegant Green Beach Resort,0756241584,Elegant Green Beach Resort,Trincomalee,,,,,,0756241584,LKR,Retail,COD-IML,18/11/2025,0,0,"No 85, Nadarajan Street, Linganaker, Trincomalee.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
453,Coastal Haven Villa,0777223332,Coastal Haven Villa,Trincomalee,,,,,,0777223332,LKR,Retail,Bank Transfer,08/05/2025,0,0,"No 170/25, French Garden, Allesgarden, Trincomalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
454,Hotel Eastern Villa,0767114081,Hotel Eastern Villa,Trincomalee,,,,,,0767114081,LKR,Retail,Bank Transfer,23/05/2025,0,0,"58/13, Lane -XIV, Kanniya Road,
Trincomalee.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
455,Welle Wadiya,0770221100,Welle Wadiya,Trincomalee,,,,,,0770221100,LKR,Retail,COD-IML,20/06/2025,0,0,"Kandakkuliya Kudawa, Kalpitiya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
456,Black Forest Beach Resort,0716313101,Black Forest Beach Resort ,Trincomalee,,,,,,0716313101,LKR,Retail,COD-IML,07/07/2025,0,0,"Kumburupitya, Trincomalee.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
457,Thompukandam Village Resort,0771432363,Thompukandam Village Resort,Trincomalee,,,,,,0771432363,LKR,Retail,COD-IML,09/07/2025,0,0,"No.72, Addapallam,  Ninthavur 10.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
458,Breeze Guest House ,0779392775 ,Breeze Guest House ,Trincomalee,,,,,,0779392775 ,LKR,Retail,COD-IML,14/07/2025,0,0,"No.30 Beach road,  Alesgarden, Trincomalee.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
459,Freedom Eco Resort,0773755725,Freedom Eco Resort,Udawalawa,,,,,-,0773755725,LKR,Retail,COD-IML,0000-00-00,0,0,Demodara Road  CDE Place  Udawalawa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
460,Sunrise Udawalawa Resort,0760515946,Sunrise Udawalawa Resort,Udawalawa,,,,,,0760515946,LKR,Retail,COD-IML,11/11/2024,0,0,"No. 883, Habaraluwewa, Weweyaya, Sewanagala, Udawalawa, 70250",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
461,Jungle Paradise Hotel,0776550543,Jungle Paradise Hotel,Udawalawa,,,,,,0776550543,LKR,Retail,15 Days,11/11/2024,0,0,"Usweliara, Ekamuthugama, Udawalawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
462,Ellawala Resort,0717789207,Ellawala Resort,Udawalawa,,,,,,0717789207,LKR,Retail,COD-IML,09/12/2024,0,0,"388 Mihidumawatha, Mudunmankada Rd, Udawalawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
463,Coconut Camp,0768511682,Coconut Camp,Udawalawa,,,,,,0768511682,LKR,Retail,Bank Transfer,10/03/2025,0,0,"No 71,  Ekamuthugama, Sewanagala, Udawalawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
464,Mango safari camp,0771831815,Mango safari camp,Udawalawa,,,,,,0771831815,LKR,Retail,Bank Transfer,20/05/2025,0,0,"No160, Ekamuthugama, Sewanagala.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
465,Clean Master,0767394888,Clean Master,Udawalawa,,,,,,0767394888,LKR,B Category - 15%,15 Days,17/11/2025,0,50000,"No 56, Ret Junction, Thanamalvila RD, Udawalawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
466,Hotel Gayan&#039;s Udawalawe,0716169773,Hotel Gayan&#039;s Udawalawe,Udawalawa,,,,,,0716169773,LKR,Retail,COD-IML,26/12/2025,0,0,"No 400, 7th Mile Post, Ekamuthugama Sewanagala.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
467,Wild Lakeside Holiday Resort,0766384122,Wild Lakeside Holiday Resort,Udawalawa,,,,,,0766384122,LKR,Retail,COD-IML,21/10/2024,0,0,"Usweliara, Palama Asala, Ekamuthugama, Sewanagala, Udawalawa",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
468,Mango Tree House,0761771872,Mango Tree House,Udawalawa,,,,,,0761771872,LKR,Retail,COD-IML,05/11/2024,0,0,"Mudunmakada RD, Mudunmakada, Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
469,Max Safari Villa,0778671087,Max Safari Villa,Udawalawa,,,,,,0778671087,LKR,Retail,COD-IML,03/12/2024,0,0,"Max Safari Villa, Dakunu Ala Rd, Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,Squire ts Empty 30ml bottles with common label.   ,Hospitality - Retail,
470,Kele Resort,0777752004,Kele Resort,Udawalawa,,,,,,0777752004,LKR,Retail,Bank Transfer,23/12/2024,0,0,"Off Sithulpawwa Rd, Bodhirajapura, Kataragama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,"Delivery Address
7/2 de Mel  Watta Rd, Koswatta, Nawala.",Hospitality - Retail,
471,Kottawatta Village ,0742241453,Kottawatta Village ,Udawalawa,,,,,,0742241453,LKR,Retail,COD-IML,06/08/2025,0,0,"Thimbolketiya, Kolamabgeara, Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
472,Forest Edge Safari Villa,0772969222,Forest Edge Safari Villa,Udawalawa,,,,,,0772969222,LKR,Retail,COD-IML,11/08/2025,0,0,"No.301, Thanamalvila Road, Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
473,Elephant Safari Hotel,0706443311,Eliphant Safari Hotel,Udawalawa,,,,,,0706443311,LKR,Retail,COD-IML,20/10/2025,0,0,"No.60, Aloka mawatha, Walawegama
Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
474,Grand Toscana - Udawalawa ,0755059944,Grand Toscana - Udawalawa ,Udawalawa,,,,,,0755059944,LKR,Retail,COD-IML,17/11/2025,0,0,"No.14/35, Visal Sevana Pananwala, Delgoda.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
475,Ever Green Resort ,0778131957,Ever Green Resort ,Udawalawa,,,,,,0778131957,LKR,Retail,Bank Transfer,16/12/2025,0,0,"No.82 Paul House, Udawalawa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
476,Land&#039;s End Villa,0773997755,Land&#039;s End Villa,Unawatuna,,,,,,0773997755,LKR,Retail,COD-IML,28/10/2024,0,0,Unawatuna.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
477,Beach Grove Villa,0777719380,Beach Grove Villa,Unawatuna,,,,,,0777719380,LKR,Retail,COD-IML,11/11/2024,0,0,"Thalpe Road, Unawatuna",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
478,Tiny Royal Palace ,0763999898,Tiny Royal Palace ,Unawatuna,,,,,,0763999898,LKR,Retail,COD-IML,03/02/2025,0,0,"Gedara Watta, Thalpe North, Unawatuna. ",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
479,Sol Y Mar Unawatuna,0777250074,Sol Y Mar Unawatuna,Unawatuna,,,,,,0777250074,LKR,Retail,COD-IML,18/10/2024,0,0,"No. 119/A, Yaddehimulla RD, Unawatuna.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
480,Lucky Tuna Resort ,0777566978,Lucky Tuna Resort ,Unawatuna,,,,,,0777566978,LKR,Retail,COD-IML,09/12/2024,0,0,"102/b, Lucky tuna Resort, Beach Rd, Unawatuna, Galle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
481,Casa Nadia,0777819288,Casa Nadia,Unawatuna,,,,,,0777819288,LKR,Retail,COD-IML,21/05/2025,0,0,"29/2, Dalawella , Unawatuna.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
482,The Rooftop Villa,0760195943,The Rooftop Villa,Unawatuna,,,,,,0760195943,LKR,Retail,COD-IML,06/11/2025,0,0,"No.60/1
Bulath watta, Unawatuna.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
483,S M Hotel Supplier,CM0055,S M Hotel Supplier,Wadduwa,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,Dheerak Kanda Mawatha  Pohaddara Mulla  Kolabada  Wadduwa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
484,Vidushi Enterprises,0760634304,Vidushi Enterprises,Wadduwa,,,,,-,0760634304,LKR,B Category - 15%,30 Days,0000-00-00,0,0,"No.112/B, Delgahawatta, Piriwena Rd, Molligoda, Wadduwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
485,Crystal Consumer (Pvt)Ltd.,0727254205,Crystal Consumer (Pvt)Ltd.,Wadduwa,,,,,,0727254205,LKR,Retail,15 Days,12/09/2024,0,0,"299/3, Galle Road, Pandura",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
486,Regno Villa,CM0133,Regno Villa,Wadduwa,,,,,,0711628622,LKR,Retail,COD-IML,13/12/2024,0,0,"no 28, Sagara Mawatha, panadura.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
487,Thalapitiya Garden,0767233082,Thalapitiya Garden,Wadduwa,,,,,,0767233082,LKR,Retail,COD-IML,13/11/2024,0,0,"189/24 Thalapitiya Garden, Thalapitiya North, Wadduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
488,River ARC,0743098402,River ARC,Wadduwa,,,,,,0743098402,LKR,Retail,COD-IML,01/07/2025,0,0,"58, 2 Arthur V. Dias Mawatha, Panadura.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
489,Indi Villa,0770084251,Indi Villa,Wadduwa,,,,,,0770084251,LKR,Retail,COD-IML,10/11/2025,0,0,"No.68 beach road, Wadduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
490,Sunset Villa,0777308921,Sunset Villa,Waskaduwa,,,,,-,0777308921,LKR,Retail,COD-IML,0000-00-00,0,0,Bandaragama road  Waskaduwa. 12580 Waskaduwa.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
491,Kamili Beach Resort,0762760765,Kamili Beach Resort,Waskaduwa,,,,,,0762760765,LKR,Retail,COD-IML,27/01/2025,0,0,"No 531, 1st station Road, Waskaduwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
492,Black Eagle Holdings (Pvt) Ltd.,0775098783,Black Eagle Holdings  Pvt  Ltd.,Wattala,,,,,-,0775098783,LKR,B Category - 15%,60 Days,0000-00-00,0,0,"Handala, Wattala.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
493,Raawana E-Marketing (PVT) Ltd,0711211478,Raawana E-Marketing (PVT) Ltd,Wattala,,,,,,0711211478,LKR,B Category - 15%,30 Days,22/04/2025,0,0,"No.403(4th floor), janajaya City Complex, Rajagiriya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
494,Larish Enterprises,0769212874,Larish Enterprises,Wattala,,,,,,0769212874,LKR,Retail,Bank Transfer,24/04/2025,0,0,"165/11, Carmel Mawatha Left, Handala, Wattala.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
495,Air Port Grand Holiday Home,0773291510,Air Port Grand Holiday Home,Wattala,,,,,,0773291510,LKR,Retail,COD-IML,03/06/2025,0,0,"No.15 North, Seeduwa, Seeduwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
496,Raalmadu Resort,0777905907,Raalmadu Resort,Wattala,,,,,,0777905907,LKR,Retail,COD-IML,03/06/2025,0,0,"DR Health & Lanka Hospitals, No 314, Colombo Rd, Kandana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
497,A & D Solutions, 0771396517,A & D Solutions,Wattala,,,,,-, 0771396517,LKR,B Category - 15%,30 Days,0000-00-00,0,0,"No. 29, Madangahawatta, Hendala  Wattala.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
498,Otanio Hotel Services,0773400575,Otanio Hotel Services,Wattala,,,,,,0773400575,LKR,B Category - 15%,15 Days,25/09/2024,0,0,"No. 119/6/B, Canel RD, Wattala.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
499,HD Enterprises,0713228117,HD Enterprises,Wattala,,,,,,0713228117,LKR,A Category - 18%,COD-IML,11/04/2025,0,0,"59, Hekitta, Wattala",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
500,Vas Ceylone (Pvt) LTD,0777622051,Vas Ceylone (Pvt) LTD,Wattala,,,,,,0777622051,LKR,A Category - 18%,30 Days,21/07/2025,0,0,"90/54 A, Chaithya  Rd, Thelangapatha, Wattala.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
501,Sun Chemical,0778868935,Sun Chemical,Wattala,,,,,,0778868935,LKR,B Category - 15%,45 Days,15/08/2025,0,0,"No 307, Negambo Road, Wattala.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
502,Flora Lake View Resort,0768420086,Flora Lake View Resort,Yala,,,,,,0778384998,LKR,Retail,COD-IML,06/11/2025,0,0,"Wilpattu road, Wanamalagama, Horuwila.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
5454,test,764420086,test,test,,,,,,0754420086,,,,,,,,,,,,,,,,,,,
